PhonStrsDISC	Word Mann	InitGramCat	Gram Categories	Open/Closed	Word
§i .r@n	987	PRON	PRO	Closed	ihren
§Sp) .tɐ	984	A	ADJ	Open	spaeter
§Sp) .tɐ	984	A	ADJ	Open	spaeter
.g@ §Spr)ç	983	N	NOM	Open	Gespraech
.& .me .ri §ka .nI .S@	981	A	ADJ	Open	amerikanische
.Op §vol	969	C	CONJ	Closed	obwohl
.no §vEm .bɐ	967	N	NOM	Open	November
.hI §nBs	966	ADV	ADV	Open	hinaus
.fEɐ §h&n .dlU .N@n	965	N	NOM	Open	Verhandlungen
§f/ .lIç	964	A	ADJ	Open	voellig
§eɐ .st@	961	NUM	DET	Open	erste
§eɐ .st@	961	A	ADJ	Open	erste
§StEl .t@	957	V	VERB	Open	stellte
§b&lt	956	ADV	ADV	Open	bald
.fEɐ §tre .tɐ	955	N	NOM	Open	Vertreter
§=Wkt	953	V	VERB	Open	zeigt
§fOl .k@s	948	N	NOM	Open	Volkes
.b@ §rWt	943	A	ADJ	Open	bereit
§hilt	941	V	VERB	Open	hielt
§&n .f&N	941	N	NOM	Open	Anfang
.g@ §nuk	939	ADV	ADV	Open	genug
.In .t@ §rE .s@	938	N	NOM	Open	Interesse
§zIn	938	N	NOM	Open	Sinn
§rBm	937	N	NOM	Open	Raum
§zuxt	934	V	VERB	Open	sucht
§ni .m&nt	933	PRON	PRO	Closed	niemand
.In .dUs §tri	933	N	NOM	Open	Industrie
§Bf .ga .b@n	925	N	NOM	Open	Aufgaben
§je .d@m	923	PRON	PRO	Closed	jedem
§rO .l@	923	N	NOM	Open	Rolle
§l| .zUN	921	N	NOM	Open	Loesung
.=u §z& .m@n .h&N	919	N	NOM	Open	Zusammenhang
.fr&n §=| .zI .S@n	918	A	ADJ	Open	franzoesischen
.g@ §ra .d@	918	A	ADJ	Open	gerade
.g@ §ra .d@	918	ADV	ADV	Open	gerade
.g@ §ze .@n	917	V	VERB	Open	gesehen
.Ent §SW .dUN	917	N	NOM	Open	Entscheidung
§dI .N@	913	N	NOM	Open	Dinge
§e .b@n .f&ls	908	ADV	ADV	Open	ebenfalls
.Eɐ §rWçt	907	V	VERB	Open	erreicht
§f/l .kɐ	907	N	NOM	Open	Voelker
§h| .@	905	N	NOM	Open	Hoehe
§vEst .dX .J@n	904	A	ADJ	Open	westdeutschen
§frW .tak	902	N	NOM	Open	Freitag
§n&xt	898	N	NOM	Open	Nacht
§Sveɐ	897	A	ADJ	Open	schwer
.g@ §nO .s@n	894	N	NOM	Open	Genossen
.g@ §StElt	890	V	VERB	Open	gestellt
§StElt	882	V	VERB	Open	stellt
§vaɐ .SWn .lIç	882	A	ADJ	Open	wahrscheinlich
§m|k .lIç .kW .t@n	882	N	NOM	Open	Moeglichkeiten
.mi §nIs .tɐ	880	N	NOM	Open	Minister
.=u §glWç	879	ADV	ADV	Open	zugleich
§St&rk	878	A	ADJ	Open	stark
.g@ §faɐ	878	N	NOM	Open	Gefahr
§kW .n@n	877	PRON	PRO	Closed	keinen
§kW .n@n	877	PRON	PRO	Closed	keinen
§gro .sɐ	875	A	ADJ	Open	grosser
§glWç .=W .tIç	872	A	ADJ	Open	gleichzeitig
§lak	871	V	VERB	Open	lag
§Wn .hWt	870	N	NOM	Open	Einheit
§=al	867	N	NOM	Open	Zahl
§mY .s@	865	V	VERB	Open	muesse
§k/n .t@n	860	V	VERB	Open	koennten
§pl/= .lIç	859	A	ADJ	Open	ploetzlich
§zI .ç@r .hWt	858	N	NOM	Open	Sicherheit
§zW .t@n	856	N	NOM	Open	Seiten
§gEs .t@rn	856	ADV	ADV	Open	gestern
.pro §blem	855	N	NOM	Open	Problem
§Spil	853	N	NOM	Open	Spiel
§bo .d@n	850	N	NOM	Open	Boden
§ju .g@nt	850	N	NOM	Open	Jugend
§&xt	849	NUM	DET	Open	acht
§vW .t@ .r@n	849	A	ADJ	Open	weiteren
§StI .m@	849	N	NOM	Open	Stimme
.dIs .kU .si §on	846	N	NOM	Open	Diskussion
.pro .dUk .=i §on	844	N	NOM	Open	Produktion
§not .vEn .dIç	840	A	ADJ	Open	notwendig
§hB .z@	840	N	NOM	Open	Hause
§&nt .vOrt	838	N	NOM	Open	Antwort
§mI .t@l	836	N	NOM	Open	Mittel
.g@ §br&xt	835	V	VERB	Open	gebracht
.g@ §fUn .d@n	833	V	VERB	Open	gefunden
.kOn .fe §rEn=	832	N	NOM	Open	Konferenz
§StYk	832	N	NOM	Open	Stueck
§rW .@	830	N	NOM	Open	Reihe
§=vW .t@	827	NUM	DET	Open	zweite
§h&ns	825	N	NOM	Open	Hans
§zu .ç@n	822	V	VERB	Open	suchen
§bat	821	N	NOM	Open	Bad
§fOrt .zE .=UN	821	N	NOM	Open	Fortsetzung
§re .d@	820	N	NOM	Open	Rede
.In §=vI .S@n	820	ADV	ADV	Open	inzwischen
§StUn .d@	818	N	NOM	Open	Stunde
§hElt	817	V	VERB	Open	haelt
§grU .p@	816	N	NOM	Open	Gruppe
.pro §fE .sOr	816	N	NOM	Open	Professor
§le .b@ns	815	N	NOM	Open	Lebens
§kInt	814	N	NOM	Open	Kind
§gErn	812	ADV	ADV	Open	gern
.Eɐ §gep .nIs	809	N	NOM	Open	Ergebnis
§Bs .drUk	808	N	NOM	Open	Ausdruck
.fEɐ §nUnft	807	N	NOM	Open	Vernunft
.Ins .g@ §z&mt	807	ADV	ADV	Open	insgesamt
§vUs .t@	806	V	VERB	Open	wusste
§hox	804	A	ADJ	Open	hoch
§va .g@n	803	N	NOM	Open	Wagen
§m&xt	802	N	NOM	Open	Macht
§ka .m@n	801	V	VERB	Open	kamen
§tEç .nIk	799	N	NOM	Open	Technik
§frW	798	A	ADJ	Open	frei
§mIt .gli .dɐ	798	N	NOM	Open	Mitglieder
.pro §ble .m@	798	N	NOM	Open	Probleme
§=W .g@n	795	V	VERB	Open	zeigen
§mI .t@	795	N	NOM	Open	Mitte
§fIn .d@t	794	V	VERB	Open	findet
§mo .n& .t@n	794	N	NOM	Open	Monaten
.X .ro §p) .I .S@n	793	A	ADJ	Open	europaeischen
§le .b@n	790	V	VERB	Open	leben
§B .s@n .mi .nIs .tɐ	788	N	NOM	Open	Aussenminister
§nX .ɐ	786	A	ADJ	Open	neuer
.b@ §dX .t@t	784	V	VERB	Open	bedeutet
§Spra .ç@	783	N	NOM	Open	Sprache
.g@ §nB	782	A	ADJ	Open	genau
.g@ §nB	782	ADV	ADV	Open	genau
.b@ §kO .m@n	780	V	VERB	Open	bekommen
§nX	780	A	ADJ	Open	neu
.g@ §mWn .zam	778	A	ADJ	Open	gemeinsam
§Sprax	772	V	VERB	Open	sprach
§dXt .lIç	772	A	ADJ	Open	deutlich
§W .g@nt .lIç	770	A	ADJ	Open	eigentlich
.zo .=i §a .lIs .mUs	770	N	NOM	Open	Sozialismus
§W .g@nt .lIç	770	ADV	ADV	Open	eigentlich
.fEɐ §fy .gUN	764	N	NOM	Open	Verfuegung
.g@ §nO .m@n	763	V	VERB	Open	genommen
§B .sɐ	763	PREP	PRE	Closed	ausser
.b@ §rIçt	763	N	NOM	Open	Bericht
§krEf .t@	763	N	NOM	Open	Kraefte
§ve .g@	760	N	NOM	Open	Wege
.b@ §zux	757	N	NOM	Open	Besuch
§je .d@s	756	PRON	PRO	Closed	jedes
§mas .na .m@n	751	N	NOM	Open	Massnahmen
§mak	748	V	VERB	Open	mag
§mWs .t@n	748	PRON	PRO	Closed	meisten
.Eɐ §kl)ɐ .t@	747	V	VERB	Open	erklaerte
.Eɐ §kl)ɐ .t@	747	A	ADJ	Open	erklaerte
§dYr .f@n	744	V	VERB	Open	duerfen
§hE .r@n	742	N	NOM	Open	Herren
.=u §n)çst	741	PREP	PRE	Closed	zunaechst
§fOl	741	A	ADJ	Open	voll
.pro §gr&m	741	N	NOM	Open	Programm
.=u §n)çst	741	ADV	ADV	Open	zunaechst
§br&x .t@	740	V	VERB	Open	brachte
§ho .h@n	740	A	ADJ	Open	hohen
§ve .nIç	739	PRON	PRO	Closed	wenig
§&n .zIçt	739	N	NOM	Open	Ansicht
§ve .nIç	739	ADV	ADV	Open	wenig
§veɐ	738	PRON	PRO	Closed	wer
§veɐ	738	PRON	PRO	Closed	wer
§veɐ	738	PRON	PRO	Closed	wer
.b@ §g&n	737	V	VERB	Open	begann
§vErk	737	N	NOM	Open	Werk
§vOrt	737	N	NOM	Open	Wort
§vOrt	737	N	NOM	Open	Wort
.Eɐ §rW .ç@n	735	V	VERB	Open	erreichen
§Su .l@	734	N	NOM	Open	Schule
.g@ §d&N .k@n	733	N	NOM	Open	Gedanken
.Eɐ §fa .rU .N@n	732	N	NOM	Open	Erfahrungen
.g@ §v&lt	731	N	NOM	Open	Gewalt
§W .g@ .n@	728	A	ADJ	Open	eigene
.fEɐ §kB .f@n	727	V	VERB	Open	verkaufen
§=I .mɐ	725	N	NOM	Open	Zimmer
.hE §rBs	723	ADV	ADV	Open	heraus
.fEɐ §Si .d@ .n@n	722	A	ADJ	Open	verschiedenen
§po .l@n	721	N	NOM	Open	Polen
§vaɐ .hWt	720	N	NOM	Open	Wahrheit
§foɐ .heɐ	720	ADV	ADV	Open	vorher
§ge .g@n .vEr .tIç	719	A	ADJ	Open	gegenwaertig
§fo .to	719	N	NOM	Open	Foto
§&n .g@ .bo .t@	718	N	NOM	Open	Angebote
§n) .@	718	N	NOM	Open	Naehe
§zI .n@	718	N	NOM	Open	Sinne
.b@ §trip	717	N	NOM	Open	Betrieb
.kO §le .g@n	717	N	NOM	Open	Kollegen
.mu §zik	717	N	NOM	Open	Musik
§prWs	716	N	NOM	Open	Preis
§mYs .t@	714	V	VERB	Open	muesste
§nImt	713	V	VERB	Open	nimmt
.g@ §fyrt	713	V	VERB	Open	gefuehrt
§zW .n@s	713	PRON	PRO	Closed	seines
§zW .n@s	713	PRON	PRO	Closed	seines
§ho .h@	713	A	ADJ	Open	hohe
§SprIçt	712	V	VERB	Open	spricht
§tot	712	N	NOM	Open	Tod
§Um .z&=	711	N	NOM	Open	Umsatz
§&n .d@ .rɐ	710	PRON	PRO	Closed	anderer
§dEN .k@n	709	V	VERB	Open	denken
§Svi .rIç .kW .t@n	708	N	NOM	Open	Schwierigkeiten
.Eɐ §kl) .rUN	705	N	NOM	Open	Erklaerung
§pOst .f&x	705	N	NOM	Open	Postfach
§f&l	703	N	NOM	Open	Fall
§f&l	703	N	NOM	Open	Fall
.n& §tuɐ	703	N	NOM	Open	Natur
§brBxt	700	V	VERB	Open	braucht
§rEçt	699	V	VERB	Open	recht
§rEçt	699	A	ADJ	Open	recht
§Or .dnUN	698	N	NOM	Open	Ordnung
.b@ §rWç	696	N	NOM	Open	Bereich
.zO §vjE .tI .S@	695	A	ADJ	Open	sowjetische
§o .b@n	691	ADV	ADV	Open	oben
§je .nɐ	690	PRON	PRO	Closed	jener
.b@ §gIn	689	N	NOM	Open	Beginn
§prW .z@	689	N	NOM	Open	Preise
§=W .tUN	689	N	NOM	Open	Zeitung
§StE .lUN	687	N	NOM	Open	Stellung
§SrIt	684	N	NOM	Open	Schritt
§n)m .lIç	683	A	ADJ	Open	naemlich
§n)m .lIç	683	ADV	ADV	Open	naemlich
§&r .bW .t@n	682	V	VERB	Open	arbeiten
§li .b@	681	N	NOM	Open	Liebe
§O .f@n .baɐ	678	A	ADJ	Open	offenbar
§me .r@ .r@	677	PRON	PRO	Closed	mehrere
§ra .m@n	677	N	NOM	Open	Rahmen
§=ok	676	V	VERB	Open	zog
§y .brI .g@n	675	A	ADJ	Open	uebrigen
.fEɐ §hElt .nIs	674	N	NOM	Open	Verhaeltnis
§zik	674	N	NOM	Open	Sieg
§dO .l&r	673	N	NOM	Open	Dollar
§vIrk .lIç .kWt	673	N	NOM	Open	Wirklichkeit
.dUrç §Bs	673	ADV	ADV	Open	durchaus
§gros	672	A	ADJ	Open	gross
§tyɐ	672	N	NOM	Open	Tuer
§a .b@nt	670	N	NOM	Open	Abend
.Un .t@r §ne .m@n	670	N	NOM	Open	Unternehmen
.& §me .ri .ka	669	N	NOM	Open	Amerika
§mIt .glit	669	N	NOM	Open	Mitglied
§&n .d@ .r@s	667	PRON	PRO	Closed	anderes
.g@ §h|rt	666	V	VERB	Open	gehoert
§fuɐ	666	V	VERB	Open	fuhr
.g@ §h|rt	666	V	VERB	Open	gehoert
§StEn .dIç	664	A	ADJ	Open	staendig
§h&n .d@lt	663	V	VERB	Open	handelt
§l&n .d@s	663	N	NOM	Open	Landes
§krWs	662	N	NOM	Open	Kreis
§mo .n& .t@	662	N	NOM	Open	Monate
.Eɐ §v&r .t@t	661	V	VERB	Open	erwartet
§/ .f@nt .lIç .kWt	661	N	NOM	Open	Oeffentlichkeit
.y .b@r §&l	659	ADV	ADV	Open	ueberall
§zE= .t@	658	V	VERB	Open	setzte
§vO .ç@n .En .d@	658	N	NOM	Open	Wochenende
.g@ §tan	656	V	VERB	Open	getan
.fEɐ §&nt .vOr .tUN	656	N	NOM	Open	Verantwortung
§mUs .t@n	655	V	VERB	Open	mussten
§tat .z& .ç@	654	N	NOM	Open	Tatsache
.Eɐ §kE .n@n	653	V	VERB	Open	erkennen
§pUNkt	653	N	NOM	Open	Punkt
§vOl .t@n	651	V	VERB	Open	wollten
.b@ §ve .gUN	650	N	NOM	Open	Bewegung
§S& .f@n	649	V	VERB	Open	schaffen
§h| .r@n	647	V	VERB	Open	hoeren
§gOt	646	N	NOM	Open	Gott
.fEɐ §zuxt	645	V	VERB	Open	versucht
.mI .li §&r .d@n	644	N	NOM	Open	Milliarden
§glB .b@n	643	V	VERB	Open	glauben
§EN .l&nt	643	N	NOM	Open	England
§rIç .tUN	643	N	NOM	Open	Richtung
§val	640	N	NOM	Open	Wahl
§lWs .tU .N@n	639	N	NOM	Open	Leistungen
.g@ §nO .s@	638	N	NOM	Open	Genosse
§lW .tUN	638	N	NOM	Open	Leitung
§=Wk .t@	637	V	VERB	Open	zeigte
.Stu §dEn .t@n	636	N	NOM	Open	Studenten
.U .ni .vEr .zi §t)t	636	N	NOM	Open	Universitaet
§h&st	634	V	VERB	Open	hast
§foɐ .zI .=@n .d@n	634	N	NOM	Open	Vorsitzenden
§fyɐ .t@	633	V	VERB	Open	fuehrte
.i §ta .li .@n	632	N	NOM	Open	Italien
§te .ma	632	N	NOM	Open	Thema
§tat .zEç .lIç	629	A	ADJ	Open	tatsaechlich
§foɐ .zI .=@n .d@	629	N	NOM	Open	Vorsitzende
§frW .lIç	629	ADV	ADV	Open	freilich
§Spi .l@n	628	V	VERB	Open	spielen
.b@ §tri .b@	628	N	NOM	Open	Betriebe
.g@ §hapt	627	V	VERB	Open	gehabt
§&n .dɐn	627	PRON	PRO	Closed	andern
.ki .lo §me .tɐ	627	N	NOM	Open	Kilometer
.g@ §vIs	625	A	ADJ	Open	gewiss
§lUft	625	N	NOM	Open	Luft
§W .nI .g@	624	V	VERB	Open	einige
§W .nI .g@	624	PRON	PRO	Closed	einige
§W .nI .g@	624	A	ADJ	Open	einige
§S|n	624	A	ADJ	Open	schoen
§h&l .tUN	624	N	NOM	Open	Haltung
.g@ §z&m .t@n	623	A	ADJ	Open	gesamten
.Ins .b@ §zOn .d@ .r@	622	ADV	ADV	Open	insbesondere
§hEl .f@n	621	V	VERB	Open	helfen
.fEɐ §Ste .@n	621	V	VERB	Open	verstehen
§mOr .g@n	621	ADV	ADV	Open	morgen
§hBs	620	N	NOM	Open	Haus
§hBs	620	N	NOM	Open	Haus
.p&r §tW .@n	619	N	NOM	Open	Parteien
§Ste=	619	ADV	ADV	Open	stets
.zo §vol	618	C	CONJ	Closed	sowohl
.g@ §SprO .ç@n	616	V	VERB	Open	gesprochen
§je .n@	616	PRON	PRO	Closed	jene
§brI .tI .S@n	614	A	ADJ	Open	britischen
.de .mo §kra .tI .S@n	614	A	ADJ	Open	demokratischen
.mi §nIs .t@r .prE .zi .dEnt	613	N	NOM	Open	Ministerpraesident
§fil	611	V	VERB	Open	fiel
§mIn .d@s .t@ns	610	ADV	ADV	Open	mindestens
.g@ §h| .r@n	608	V	VERB	Open	gehoeren
§mWn .t@	608	V	VERB	Open	meinte
§t) .tIç .kWt	608	N	NOM	Open	Taetigkeit
.fEɐ §gE .s@n	607	V	VERB	Open	vergessen
.b@ §foɐ	607	C	CONJ	Closed	bevor
.& §lWn	606	C	CONJ	Closed	allein
.& §lWn	606	A	ADJ	Open	allein
§fy .rUN	606	N	NOM	Open	Fuehrung
.& §lWn	606	ADV	ADV	Open	allein
.fr&n §=| .zI .S@	605	A	ADJ	Open	franzoesische
§&r .bW .t@r .kl& .s@	605	N	NOM	Open	Arbeiterklasse
§zE .=@n	604	V	VERB	Open	setzen
§Wn .=I .g@	604	A	ADJ	Open	einzige
.Eɐ §v&r .t@n	601	V	VERB	Open	erwarten
§pe .tɐ	601	N	NOM	Open	Peter
§rom	600	N	NOM	Open	Rom
§brINt	599	V	VERB	Open	bringt
§&l .g@ §mW .n@n	599	A	ADJ	Open	allgemeinen
§/ .f@nt .lI .ç@n	599	A	ADJ	Open	oeffentlichen
§bIs .ç@n	598	PRON	PRO	Closed	bisschen
§Sin	597	V	VERB	Open	schien
§&l	597	PRON	PRO	Closed	all
§fra .g@n	596	V	VERB	Open	fragen
.g@ §zuxt	596	V	VERB	Open	gesucht
§&Nst	596	N	NOM	Open	Angst
§pUNk .t@	596	N	NOM	Open	Punkte
.fEɐ §zux	595	N	NOM	Open	Versuch
.ge .n@ §ral	593	N	NOM	Open	General
§kUnst	593	N	NOM	Open	Kunst
§Wn .drUk	592	N	NOM	Open	Eindruck
.da §nax	592	ADV	ADV	Open	danach
§bux	591	N	NOM	Open	Buch
§&lt	590	A	ADJ	Open	alt
§tat	590	N	NOM	Open	Tat
§kOs .t@n	590	N	NOM	Open	Kosten
.In .t@ §rE .s@n	589	N	NOM	Open	Interessen
§plan	589	N	NOM	Open	Plan
§ve .z@n	589	N	NOM	Open	Wesen
§de .r@n	587	PRON	PRO	Closed	deren
§de .r@n	587	PRON	PRO	Closed	deren
§de .r@n	587	PRON	PRO	Closed	deren
§fOr .d@ .rU .N@n	587	N	NOM	Open	Forderungen
§O .+ɐ	587	N	NOM	Open	Opfer
§je .d@n .f&ls	587	ADV	ADV	Open	jedenfalls
§m&nç .mal	586	ADV	ADV	Open	manchmal
§vaɐ	585	A	ADJ	Open	wahr
§fOr .d@ .rUN	585	N	NOM	Open	Forderung
§vo .nUN	585	N	NOM	Open	Wohnung
§grat	583	N	NOM	Open	Grad
.pEr §zo .n@n	583	N	NOM	Open	Personen
§ve .z@nt .lIç	580	A	ADJ	Open	wesentlich
§zon	580	N	NOM	Open	Sohn
.hEɐ §foɐ	580	ADV	ADV	Open	hervor
§grEn .=@	578	N	NOM	Open	Grenze
§tra .g@n	577	V	VERB	Open	tragen
.da §rBs	577	ADV	ADV	Open	daraus
§z&=	576	N	NOM	Open	Satz
.g@ §mWn .za .m@n	575	A	ADJ	Open	gemeinsamen
.b@ §dI .NU .N@n	575	N	NOM	Open	Bedingungen
§ar=t	574	N	NOM	Open	Arzt
§fOl .g@	574	N	NOM	Open	Folge
§foɐ .Slak	574	N	NOM	Open	Vorschlag
§hIn .tɐ	573	PREP	PRE	Closed	hinter
§hIn .tɐ	573	A	ADJ	Open	hinter
§Bs .l&nt	573	N	NOM	Open	Ausland
§hEn .d@	573	N	NOM	Open	Haende
§mIt .&r .bW .tɐ	573	N	NOM	Open	Mitarbeiter
§vUnS	573	N	NOM	Open	Wunsch
§hIn .tɐ	573	ADV	ADV	Open	hinter
§dE .s@n	572	PRON	PRO	Closed	dessen
§dE .s@n	572	PRON	PRO	Closed	dessen
§dE .s@n	572	PRON	PRO	Closed	dessen
§gr|s .t@n	572	A	ADJ	Open	groessten
.da §rUn .tɐ	572	ADV	ADV	Open	darunter
§je	571	PREP	PRE	Closed	je
§je	571	C	CONJ	Closed	je
§je	571	I	INTERJ	Open	je
§je	571	ADV	ADV	Open	je
§mEnS .hWt	570	N	NOM	Open	Menschheit
§hBpt .St&t	569	N	NOM	Open	Hauptstadt
§=u .St&nt	569	N	NOM	Open	Zustand
§bYr .gɐ	568	N	NOM	Open	Buerger
.fEɐ §tre .t@n	567	V	VERB	Open	vertreten
§vIrt .S&ft .lI .ç@n	567	A	ADJ	Open	wirtschaftlichen
§vert	567	N	NOM	Open	Wert
.de .mo .kr& §ti	565	N	NOM	Open	Demokratie
§li .ni .@	565	N	NOM	Open	Linie
§h&n .d@l	564	N	NOM	Open	Handel
§a	563	N	NOM	Open	A
§glW .ç@n	562	V	VERB	Open	gleichen
§glW .ç@n	562	A	ADJ	Open	gleichen
.& .me .ri §ka .nɐ	562	N	NOM	Open	Amerikaner
§fri .d@ns	562	N	NOM	Open	Friedens
§fa .r@n	560	V	VERB	Open	fahren
§St&t	560	PREP	PRE	Closed	statt
§dX .Jɐ	560	A	ADJ	Open	deutscher
§St&t	560	C	CONJ	Closed	statt
§nE .n@n	559	V	VERB	Open	nennen
§foɐ .Sl) .g@	558	N	NOM	Open	Vorschlaege
§grEn .=@n	558	N	NOM	Open	Grenzen
§d&x .t@	557	V	VERB	Open	dachte
.Eɐ §nXt	556	V	VERB	Open	erneut
.b@ §Ste .@n	556	V	VERB	Open	bestehen
.g@ §vI .n@n	556	V	VERB	Open	gewinnen
.g@ §zE=	556	N	NOM	Open	Gesetz
.g@ §vErk .S&f .t@n	556	N	NOM	Open	Gewerkschaften
§glYk	555	N	NOM	Open	Glueck
§nX .@s	554	A	ADJ	Open	neues
§fri .d@n	554	N	NOM	Open	Frieden
.zOl §da .t@n	554	N	NOM	Open	Soldaten
§fri .d@n	554	N	NOM	Open	Frieden
§dIç	552	PRON	PRO	Closed	dich
§dIç	552	PRON	PRO	Closed	dich
§le .rɐ	552	N	NOM	Open	Lehrer
§dYrf .t@	551	V	VERB	Open	duerfte
§grUnt .la .g@	551	N	NOM	Open	Grundlage
§l&N .zam	550	A	ADJ	Open	langsam
§t)k .lIç	550	A	ADJ	Open	taeglich
§vOr .t@n	550	N	NOM	Open	Worten
§le .dIk .lIç	550	ADV	ADV	Open	lediglich
.b@ §=Wç .n@t	549	V	VERB	Open	bezeichnet
§Un .zɐ	548	PRON	PRO	Closed	unser
§Un .zɐ	548	PRON	PRO	Closed	unser
§Un .zɐ	548	PRON	PRO	Closed	unser
§zOn .a .b@nt	548	N	NOM	Open	Sonnabend
.b@ §k&nt	547	V	VERB	Open	bekannt
.b@ §k&nt	547	A	ADJ	Open	bekannt
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
§i .rɐ	546	PRON	PRO	Closed	ihrer
.g@ §le .g@n .hWt	545	N	NOM	Open	Gelegenheit
.te §a .tɐ	545	N	NOM	Open	Theater
§bE .sɐ	544	A	ADJ	Open	besser
§bE .sɐ	544	A	ADJ	Open	besser
§lWs .tUN	544	N	NOM	Open	Leistung
§mU .tɐ	544	N	NOM	Open	Mutter
§mU .tɐ	544	N	NOM	Open	Mutter
§E .s@n	543	N	NOM	Open	Essen
§E .s@n	543	N	NOM	Open	Essen
.f& §mi .li .@	543	N	NOM	Open	Familie
.g@ §mWn .S&ft	543	N	NOM	Open	Gemeinschaft
§fOrt	543	ADV	ADV	Open	fort
§l&N	541	A	ADJ	Open	lang
§vW .t@r §hIn	541	ADV	ADV	Open	weiterhin
§l&N	541	ADV	ADV	Open	lang
§frXnt .S&ft	540	N	NOM	Open	Freundschaft
.fEɐ §g& .N@n .hWt	540	N	NOM	Open	Vergangenheit
§re .d@n	539	V	VERB	Open	reden
§tEç .nI .S@n	539	A	ADJ	Open	technischen
§Bf .bB	539	N	NOM	Open	Aufbau
.fEɐ §lak	539	N	NOM	Open	Verlag
§SlUs	539	N	NOM	Open	Schluss
.g@ §vI .s@	538	A	ADJ	Open	gewisse
.bIs §he .rI .g@n	537	A	ADJ	Open	bisherigen
.fEɐ §zu .ç@n	536	V	VERB	Open	versuchen
§zO .n@	536	N	NOM	Open	Sonne
§St&n .d@n	535	V	VERB	Open	standen
§diɐ	535	PRON	PRO	Closed	dir
§i .r@m	535	PRON	PRO	Closed	ihrem
§i .r@m	535	PRON	PRO	Closed	ihrem
§i .r@m	535	PRON	PRO	Closed	ihrem
§i .r@m	535	PRON	PRO	Closed	ihrem
§diɐ	535	PRON	PRO	Closed	dir
§v) .r@n	534	V	VERB	Open	waeren
§brB .ç@n	534	V	VERB	Open	brauchen
§Ernst	533	N	NOM	Open	Ernst
§l& .N@	531	V	VERB	Open	lange
§ve .nI .g@	531	PRON	PRO	Closed	wenige
§l& .N@	531	A	ADJ	Open	lange
.ho §tEl	531	N	NOM	Open	Hotel
§l&nt .vIrt .S&ft	531	N	NOM	Open	Landwirtschaft
§prE .s@	531	N	NOM	Open	Presse
§l& .N@	531	ADV	ADV	Open	lange
.Eɐ §gep .nI .s@	529	N	NOM	Open	Ergebnisse
§ruf	529	N	NOM	Open	Ruf
.b@ §gInt	527	V	VERB	Open	beginnt
§Un .z@ .r@n	527	PRON	PRO	Closed	unseren
§Un .z@ .r@n	527	PRON	PRO	Closed	unseren
§jaɐ .hUn .dɐ=	527	N	NOM	Open	Jahrhunderts
§tIS	527	N	NOM	Open	Tisch
§Spilt	525	V	VERB	Open	spielt
§fy .r@n	524	V	VERB	Open	fuehren
§fy .r@n	524	V	VERB	Open	fuehren
§StEr .kɐ	524	A	ADJ	Open	staerker
§vEk	524	ADV	ADV	Open	weg
.b@ §rIç .t@t	523	V	VERB	Open	berichtet
§hX .tI .g@n	523	A	ADJ	Open	heutigen
§fOr .SUN	523	N	NOM	Open	Forschung
§jaɐ .hUn .dɐt	523	N	NOM	Open	Jahrhundert
§lIçt	523	N	NOM	Open	Licht
§=v/lf	522	NUM	DET	Open	zwoelf
§&p .SlUs	522	N	NOM	Open	Abschluss
.g@ §n&nt	521	V	VERB	Open	genannt
§O .f@n	520	A	ADJ	Open	offen
.Un .t@r §StY .=UN	519	N	NOM	Open	Unterstuetzung
§vIç .tI .g@	518	A	ADJ	Open	wichtige
§bIst	517	V	VERB	Open	bist
§Un .mI .t@l .baɐ	517	A	ADJ	Open	unmittelbar
§zOl .çɐ	516	A	ADJ	Open	solcher
.mo §dEr .n@n	516	A	ADJ	Open	modernen
.g@ §zIçt	516	N	NOM	Open	Gesicht
.g@ §zIçt	516	N	NOM	Open	Gesicht
§m&n .S&ft	516	N	NOM	Open	Mannschaft
.b@ §grIf	515	N	NOM	Open	Begriff
§gr| .s@ .r@	514	A	ADJ	Open	groessere
§fIlm	514	N	NOM	Open	Film
§jU .N@n	513	V	VERB	Open	jungen
.b@ §zOn .d@ .r@	513	A	ADJ	Open	besondere
§jU .N@n	513	A	ADJ	Open	jungen
.prE .zi §dEn .t@n	513	N	NOM	Open	Praesidenten
.fEɐ §l& .s@n	512	V	VERB	Open	verlassen
§dOk .tOr	512	N	NOM	Open	Doktor
§frXn .d@	511	N	NOM	Open	Freunde
§Un .z@ .r@s	510	PRON	PRO	Closed	unseres
§Un .z@ .r@s	510	PRON	PRO	Closed	unseres
§brif	510	N	NOM	Open	Brief
§vEt .b@ .vErp	510	N	NOM	Open	Wettbewerb
§ta .g@s	510	N	NOM	Open	Tages
§m|k .lIçst	508	ADV	ADV	Open	moeglichst
§lek .t@	507	V	VERB	Open	legte
§gr|s .t@	507	A	ADJ	Open	groesste
.de .le .g& .=i §on	507	N	NOM	Open	Delegation
§hElf .t@	506	N	NOM	Open	Haelfte
